,start,end,station
931,2021-02-13 06:49:27,2021-02-13 06:50:16,9
932,2021-02-13 06:51:28,2021-02-13 06:51:45,9
933,2021-02-13 07:44:05,2021-02-13 07:44:19,9
934,2021-02-13 07:46:59,2021-02-13 07:47:05,9
935,2021-02-13 07:49:39,2021-02-13 07:50:15,9
936,2021-02-13 07:50:40,2021-02-13 07:51:24,9
937,2021-02-13 07:55:20,2021-02-13 07:56:02,9
938,2021-02-13 07:56:29,2021-02-13 07:56:57,9
939,2021-02-13 08:00:37,2021-02-13 08:01:16,9
940,2021-02-13 08:07:52,2021-02-13 08:08:07,9
941,2021-02-13 08:08:35,2021-02-13 08:09:12,9
942,2021-02-13 08:12:18,2021-02-13 08:12:48,9
943,2021-02-13 08:13:20,2021-02-13 08:15:08,9
944,2021-02-13 08:15:51,2021-02-13 08:17:14,9
945,2021-02-13 08:17:32,2021-02-13 08:17:49,9
946,2021-02-13 08:21:20,2021-02-13 08:21:24,9
947,2021-02-13 08:25:37,2021-02-13 08:26:28,9
948,2021-02-13 08:33:46,2021-02-13 08:33:53,1
949,2021-02-13 09:30:31,2021-02-13 09:31:52,9
950,2021-02-13 09:33:26,2021-02-13 09:33:31,9
951,2021-02-13 09:40:25,2021-02-13 09:41:42,9
952,2021-02-13 10:19:40,2021-02-13 10:19:55,9
953,2021-02-13 10:23:42,2021-02-13 10:23:53,9
954,2021-02-13 10:25:15,2021-02-13 10:26:10,9
955,2021-02-13 10:28:13,2021-02-13 10:29:03,9
956,2021-02-13 10:34:59,2021-02-13 10:35:04,9
957,2021-02-13 10:49:01,2021-02-13 10:52:23,9
958,2021-02-13 10:52:49,2021-02-13 10:53:20,9
959,2021-02-13 10:59:14,2021-02-13 11:00:44,9
960,2021-02-13 11:06:18,2021-02-13 11:06:44,9
961,2021-02-13 11:10:16,2021-02-13 11:11:05,9
962,2021-02-13 11:13:29,2021-02-13 11:16:20,9
963,2021-02-13 11:18:06,2021-02-13 11:19:45,9
964,2021-02-13 11:23:38,2021-02-13 11:24:18,9
965,2021-02-13 14:25:18,2021-02-13 14:26:46,9
966,2021-02-13 14:27:03,2021-02-13 14:40:26,9
967,2021-02-13 14:53:11,2021-02-13 14:53:37,9
968,2021-02-13 14:54:20,2021-02-13 14:55:52,9
969,2021-02-13 14:56:18,2021-02-13 15:04:03,9
970,2021-02-13 15:12:38,2021-02-13 15:15:56,9
971,2021-02-13 15:17:02,2021-02-13 15:17:18,9
972,2021-02-13 15:24:39,2021-02-13 15:27:14,9
973,2021-02-13 15:28:21,2021-02-13 15:29:37,9
974,2021-02-13 20:57:28,2021-02-13 20:58:28,9
975,2021-02-13 21:46:44,2021-02-13 21:47:03,9
976,2021-02-13 21:50:14,2021-02-13 21:51:14,9
977,2021-02-13 21:51:36,2021-02-13 21:51:40,9
978,2021-02-13 21:56:44,2021-02-13 21:57:24,9
979,2021-02-13 22:03:01,2021-02-13 22:03:08,9
980,2021-02-13 22:04:49,2021-02-13 22:05:19,9
981,2021-02-13 22:05:53,2021-02-13 22:06:00,9
982,2021-02-13 22:11:27,2021-02-13 22:11:40,9
983,2021-02-13 22:12:59,2021-02-13 22:13:02,9
984,2021-02-13 22:19:33,2021-02-13 22:20:10,9
985,2021-02-13 22:20:57,2021-02-13 22:25:21,9
986,2021-02-13 22:26:33,2021-02-13 22:26:50,9
987,2021-02-13 22:42:41,2021-02-13 22:42:45,9
988,2021-02-13 22:58:14,2021-02-13 22:58:30,9
989,2021-02-13 23:13:08,2021-02-13 23:13:31,9
990,2021-02-13 23:16:06,2021-02-13 23:17:01,9
991,2021-02-13 23:19:04,2021-02-13 23:19:15,9
992,2021-02-13 23:24:58,2021-02-13 23:32:15,9
993,2021-02-14 00:22:10,2021-02-14 00:46:04,9
994,2021-02-14 00:48:40,2021-02-14 00:51:53,9
995,2021-02-14 01:21:04,2021-02-14 01:21:49,9
996,2021-02-14 02:00:30,2021-02-14 02:00:49,9
997,2021-02-14 02:08:53,2021-02-14 02:09:20,9
998,2021-02-14 02:19:34,2021-02-14 02:19:57,9
999,2021-02-14 02:27:53,2021-02-14 02:28:01,9
1000,2021-02-14 02:29:41,2021-02-14 02:30:14,9
1001,2021-02-14 02:31:04,2021-02-14 02:31:20,9
1002,2021-02-14 02:41:28,2021-02-14 02:42:40,9
1003,2021-02-14 02:47:54,2021-02-14 02:48:39,9
1004,2021-02-14 02:57:25,2021-02-14 02:57:35,9
1005,2021-02-14 03:02:40,2021-02-14 03:02:56,9
1006,2021-02-14 03:07:19,2021-02-14 03:08:00,9
1007,2021-02-14 03:14:10,2021-02-14 03:14:25,9
1008,2021-02-14 03:15:35,2021-02-14 03:15:44,9
1009,2021-02-14 03:18:20,2021-02-14 03:18:55,9
1010,2021-02-14 03:21:54,2021-02-14 03:24:24,9
1011,2021-02-14 03:26:30,2021-02-14 03:28:14,9
1012,2021-02-14 04:40:53,2021-02-14 04:40:57,9
1013,2021-02-14 04:44:13,2021-02-14 04:44:21,9
1014,2021-02-14 04:46:32,2021-02-14 04:46:42,9
1015,2021-02-14 04:48:57,2021-02-14 04:49:04,9
1016,2021-02-14 04:52:05,2021-02-14 04:52:40,9
1017,2021-02-14 05:08:10,2021-02-14 05:08:21,9
1018,2021-02-14 05:14:44,2021-02-14 05:14:47,9
1019,2021-02-14 05:16:59,2021-02-14 05:17:47,9
1020,2021-02-14 05:20:39,2021-02-14 05:21:11,9
1021,2021-02-14 05:59:47,2021-02-14 06:04:34,9
1022,2021-02-14 06:06:20,2021-02-14 06:08:59,9
1023,2021-02-14 06:23:42,2021-02-14 06:25:03,9
1024,2021-02-14 07:01:03,2021-02-14 07:01:12,9
1025,2021-02-14 07:02:13,2021-02-14 07:02:19,9
1026,2021-02-14 07:04:34,2021-02-14 07:04:55,9
1027,2021-02-14 07:10:58,2021-02-14 07:11:03,9
1028,2021-02-14 07:12:34,2021-02-14 07:13:08,9
1029,2021-02-14 07:16:58,2021-02-14 07:43:20,9
1030,2021-02-14 09:34:10,2021-02-14 09:34:15,9
1031,2021-02-14 09:36:49,2021-02-14 09:36:54,9
1032,2021-02-14 09:41:45,2021-02-14 09:41:51,9
1033,2021-02-14 09:44:21,2021-02-14 09:44:25,9
1034,2021-02-14 09:48:12,2021-02-14 09:48:16,9
1035,2021-02-14 10:01:59,2021-02-14 10:02:02,9
1036,2021-02-14 10:04:41,2021-02-14 10:04:45,9
1037,2021-02-14 10:05:26,2021-02-14 10:05:31,9
1038,2021-02-14 10:08:45,2021-02-14 10:08:51,9
1039,2021-02-14 10:13:39,2021-02-14 10:14:16,9
1040,2021-02-14 10:15:09,2021-02-14 10:15:14,9
1041,2021-02-14 10:19:01,2021-02-14 10:19:40,9
1042,2021-02-14 10:20:17,2021-02-14 10:23:45,9
1043,2021-02-14 11:45:50,2021-02-14 11:46:46,9
1044,2021-02-14 11:46:57,2021-02-14 11:48:46,9
1045,2021-02-14 11:49:28,2021-02-14 11:51:05,9
1046,2021-02-14 11:54:05,2021-02-14 11:54:25,9
1047,2021-02-14 12:07:38,2021-02-14 12:10:28,9
1048,2021-02-14 12:12:48,2021-02-14 12:14:20,9
1049,2021-02-14 12:15:58,2021-02-14 12:16:22,9
1050,2021-02-14 12:19:06,2021-02-14 12:22:00,9
1051,2021-02-14 12:26:19,2021-02-14 12:27:16,9
1052,2021-02-14 12:33:47,2021-02-14 12:34:59,9
1053,2021-02-14 12:39:19,2021-02-14 12:40:25,9
1054,2021-02-14 12:42:20,2021-02-14 12:43:19,9
1055,2021-02-14 12:43:34,2021-02-14 12:46:15,9
1056,2021-02-14 12:49:18,2021-02-14 12:49:31,9
1057,2021-02-14 12:51:57,2021-02-14 12:52:00,9
1058,2021-02-14 12:57:50,2021-02-14 12:59:03,9
1059,2021-02-14 12:59:18,2021-02-14 13:00:16,9
1060,2021-02-14 13:10:05,2021-02-14 13:11:29,9
1061,2021-02-14 13:13:06,2021-02-14 13:13:31,9
1062,2021-02-14 13:18:49,2021-02-14 13:19:45,9
1063,2021-02-14 20:07:27,2021-02-14 20:07:35,1
1064,2021-02-14 21:06:04,2021-02-14 21:06:23,9
1065,2021-02-14 21:09:18,2021-02-14 21:09:37,9
1066,2021-02-14 21:11:38,2021-02-14 21:11:46,9
1067,2021-02-14 21:17:57,2021-02-14 21:18:04,9
1068,2021-02-14 21:20:54,2021-02-14 21:21:01,9
1069,2021-02-14 21:24:32,2021-02-14 21:24:35,9
1070,2021-02-14 21:27:10,2021-02-14 21:31:20,9
1071,2021-02-14 21:33:32,2021-02-14 21:37:28,9
1072,2021-02-14 21:39:56,2021-02-14 21:44:28,9
1073,2021-02-14 21:45:48,2021-02-14 21:48:28,9
1074,2021-02-14 22:03:57,2021-02-14 22:05:03,9
1075,2021-02-14 22:47:10,2021-02-14 22:47:48,9
1076,2021-02-14 22:48:49,2021-02-14 22:49:24,9
1077,2021-02-14 23:01:31,2021-02-14 23:02:14,9
1078,2021-02-14 23:10:33,2021-02-14 23:11:23,9
1079,2021-02-14 23:14:24,2021-02-14 23:15:13,9
1080,2021-02-14 23:21:20,2021-02-14 23:21:57,9
1081,2021-02-14 23:24:26,2021-02-14 23:27:22,9
1082,2021-02-14 23:27:33,2021-02-14 23:27:40,9
1083,2021-02-14 23:32:36,2021-02-14 23:34:45,9
1084,2021-02-15 00:00:20,2021-02-15 00:00:27,9
1085,2021-02-15 00:14:27,2021-02-15 00:14:41,9
1086,2021-02-15 00:16:58,2021-02-15 00:18:37,9
1087,2021-02-15 00:31:32,2021-02-15 00:32:09,9
1088,2021-02-15 00:34:00,2021-02-15 00:34:05,9
1089,2021-02-15 00:38:22,2021-02-15 00:38:50,9
1090,2021-02-15 00:39:40,2021-02-15 00:40:35,9
1091,2021-02-15 00:41:16,2021-02-15 00:42:27,9
1092,2021-02-15 00:42:50,2021-02-15 00:43:56,9
1093,2021-02-15 01:11:43,2021-02-15 01:13:16,9
1094,2021-02-15 01:15:47,2021-02-15 01:16:06,9
1095,2021-02-15 02:03:40,2021-02-15 02:04:45,9
1096,2021-02-15 02:23:18,2021-02-15 02:23:25,9
1097,2021-02-15 02:27:50,2021-02-15 02:29:14,9
1098,2021-02-15 02:36:58,2021-02-15 02:37:21,9
1099,2021-02-15 02:39:11,2021-02-15 02:39:29,9
1100,2021-02-15 02:41:01,2021-02-15 02:41:11,9
1101,2021-02-15 02:45:20,2021-02-15 02:45:24,9
1102,2021-02-15 02:47:20,2021-02-15 02:47:24,9
1103,2021-02-15 03:30:38,2021-02-15 03:32:08,9
1104,2021-02-15 03:50:26,2021-02-15 03:50:30,9
1105,2021-02-15 03:51:27,2021-02-15 03:51:31,9
1106,2021-02-15 03:52:44,2021-02-15 03:54:21,9
1107,2021-02-15 04:09:54,2021-02-15 04:13:54,9
1108,2021-02-15 04:14:16,2021-02-15 04:15:28,9
1109,2021-02-15 04:22:41,2021-02-15 04:25:37,9
1110,2021-02-15 04:30:44,2021-02-15 04:32:28,9
1111,2021-02-15 05:14:45,2021-02-15 05:14:52,9
1112,2021-02-15 05:20:18,2021-02-15 05:20:25,9
1113,2021-02-15 05:29:58,2021-02-15 05:30:03,9
1114,2021-02-15 05:40:36,2021-02-15 05:40:53,9
1115,2021-02-15 05:57:22,2021-02-15 05:59:58,9
1116,2021-02-15 06:35:10,2021-02-15 06:35:43,9
1117,2021-02-15 06:38:39,2021-02-15 06:39:06,9
1118,2021-02-15 06:43:49,2021-02-15 06:44:15,9
1119,2021-02-15 06:45:35,2021-02-15 06:47:28,9
1120,2021-02-15 06:59:06,2021-02-15 07:09:09,9
1121,2021-02-15 07:11:25,2021-02-15 07:14:06,9
1122,2021-02-15 07:23:07,2021-02-15 07:26:00,9
1123,2021-02-15 07:26:30,2021-02-15 07:28:10,9
1124,2021-02-15 07:28:24,2021-02-15 07:30:35,9
1125,2021-02-15 07:31:27,2021-02-15 07:32:10,9
1126,2021-02-15 07:33:05,2021-02-15 07:36:20,9
1127,2021-02-15 07:52:20,2021-02-15 07:52:29,9
1128,2021-02-15 07:52:50,2021-02-15 07:57:09,9
1129,2021-02-15 08:25:42,2021-02-15 08:25:55,9
1130,2021-02-15 08:49:51,2021-02-15 08:51:06,9
1131,2021-02-15 09:29:18,2021-02-15 09:29:42,9
1132,2021-02-15 09:31:03,2021-02-15 09:31:35,9
1133,2021-02-15 11:25:17,2021-02-15 11:25:58,9
1134,2021-02-15 11:29:26,2021-02-15 11:29:44,9
1135,2021-02-15 11:40:22,2021-02-15 11:40:46,9
1136,2021-02-15 11:43:15,2021-02-15 11:45:17,9
1137,2021-02-15 11:46:41,2021-02-15 11:47:23,9
1138,2021-02-15 11:53:37,2021-02-15 11:53:48,9
1139,2021-02-15 11:55:02,2021-02-15 11:55:39,9
1140,2021-02-15 11:57:32,2021-02-15 11:57:55,9
1141,2021-02-15 12:01:33,2021-02-15 12:05:50,9
1142,2021-02-15 12:07:03,2021-02-15 12:08:41,9
1143,2021-02-15 12:09:46,2021-02-15 12:14:21,9
1144,2021-02-15 12:14:38,2021-02-15 12:17:44,9
1145,2021-02-15 12:25:27,2021-02-15 12:26:55,9
1146,2021-02-15 12:35:18,2021-02-15 12:35:55,9
1147,2021-02-15 12:38:26,2021-02-15 12:39:37,9
1148,2021-02-15 12:39:55,2021-02-15 12:42:04,9
1149,2021-02-15 13:47:49,2021-02-15 13:48:26,9
1150,2021-02-15 19:54:11,2021-02-15 19:54:19,9
1151,2021-02-15 20:23:22,2021-02-15 20:23:31,9
1152,2021-02-15 20:26:49,2021-02-15 20:26:52,9
1153,2021-02-15 20:31:18,2021-02-15 20:31:37,9
1154,2021-02-15 20:31:49,2021-02-15 20:32:01,9
1155,2021-02-15 20:32:28,2021-02-15 20:33:22,9
1156,2021-02-15 20:36:31,2021-02-15 20:40:29,9
1157,2021-02-15 20:43:45,2021-02-15 20:44:31,9
1158,2021-02-15 20:57:24,2021-02-15 20:58:05,9
1159,2021-02-15 20:58:29,2021-02-15 21:00:06,9
1160,2021-02-15 21:01:49,2021-02-15 21:02:00,9
1161,2021-02-15 21:16:15,2021-02-15 21:16:19,9
1162,2021-02-15 21:17:09,2021-02-15 21:17:12,9
1163,2021-02-15 21:22:03,2021-02-15 21:23:32,9
1164,2021-02-15 21:26:49,2021-02-15 21:26:54,9
1165,2021-02-15 21:31:21,2021-02-15 21:32:45,9
1166,2021-02-15 21:37:22,2021-02-15 21:37:46,9
1167,2021-02-15 22:34:30,2021-02-15 22:37:14,9
1168,2021-02-15 22:44:49,2021-02-15 22:48:08,9
1169,2021-02-15 22:52:40,2021-02-15 22:53:08,9
1170,2021-02-15 23:12:04,2021-02-15 23:12:36,9
1171,2021-02-15 23:16:54,2021-02-15 23:18:06,9
1172,2021-02-15 23:44:49,2021-02-15 23:58:24,9
1173,2021-02-16 00:12:09,2021-02-16 00:23:06,9
1174,2021-02-16 00:49:23,2021-02-16 00:50:49,9
1175,2021-02-16 00:52:59,2021-02-16 00:54:10,9
1176,2021-02-16 00:59:28,2021-02-16 01:01:03,9
1177,2021-02-16 01:04:16,2021-02-16 01:04:28,9
1178,2021-02-16 01:21:06,2021-02-16 01:21:19,9
1179,2021-02-16 01:27:57,2021-02-16 01:28:24,9
1180,2021-02-16 01:29:05,2021-02-16 01:34:37,9
1181,2021-02-16 02:02:07,2021-02-16 02:03:50,9
1182,2021-02-16 02:04:14,2021-02-16 02:06:53,9
1183,2021-02-16 02:07:09,2021-02-16 02:09:52,9
1184,2021-02-16 02:14:44,2021-02-16 02:15:25,9
1185,2021-02-16 02:33:24,2021-02-16 02:33:32,9
1186,2021-02-16 02:45:24,2021-02-16 02:45:37,9
1187,2021-02-16 02:47:49,2021-02-16 02:48:43,9
1188,2021-02-16 02:49:53,2021-02-16 02:50:01,9
1189,2021-02-16 02:53:58,2021-02-16 02:54:43,9
1190,2021-02-16 03:14:04,2021-02-16 03:15:15,9
1191,2021-02-16 03:18:25,2021-02-16 03:19:49,9
1192,2021-02-16 03:51:40,2021-02-16 03:55:11,9
1193,2021-02-16 04:01:17,2021-02-16 04:03:00,9
1194,2021-02-16 04:31:10,2021-02-16 04:32:44,9
1195,2021-02-16 04:39:57,2021-02-16 04:53:22,9
1196,2021-02-16 05:00:34,2021-02-16 05:06:46,9
1197,2021-02-16 05:15:32,2021-02-16 05:22:04,9
1198,2021-02-16 05:36:57,2021-02-16 05:42:10,9
1199,2021-02-16 05:49:34,2021-02-16 06:01:19,9
1200,2021-02-16 07:07:40,2021-02-16 07:07:48,9
1201,2021-02-16 07:08:42,2021-02-16 07:11:07,9
1202,2021-02-16 07:13:01,2021-02-16 07:13:56,9
1203,2021-02-16 07:17:44,2021-02-16 07:18:01,9
1204,2021-02-16 07:18:13,2021-02-16 07:19:39,9
1205,2021-02-16 07:30:34,2021-02-16 07:32:25,9
1206,2021-02-16 07:59:00,2021-02-16 08:08:41,9
1207,2021-02-16 08:09:16,2021-02-16 08:09:29,9
1208,2021-02-16 08:10:49,2021-02-16 08:11:27,9
1209,2021-02-16 08:39:42,2021-02-16 08:42:44,9
1210,2021-02-16 08:46:58,2021-02-16 08:48:08,9
1211,2021-02-16 08:51:09,2021-02-16 08:51:55,9
1212,2021-02-16 09:01:30,2021-02-16 09:14:55,9
1213,2021-02-16 09:36:18,2021-02-16 09:37:18,9
1214,2021-02-16 09:39:37,2021-02-16 09:40:04,9
1215,2021-02-16 09:40:18,2021-02-16 09:40:48,9
1216,2021-02-16 09:48:11,2021-02-16 09:48:15,9
1217,2021-02-16 09:49:27,2021-02-16 09:49:30,9
1218,2021-02-16 10:13:22,2021-02-16 10:16:14,9
1219,2021-02-16 11:13:02,2021-02-16 11:14:46,9
1220,2021-02-16 11:15:08,2021-02-16 11:25:54,9
1221,2021-02-16 11:29:11,2021-02-16 11:31:54,9
1222,2021-02-16 11:41:34,2021-02-16 11:46:31,9
1223,2021-02-16 11:46:43,2021-02-16 11:49:11,9
1224,2021-02-16 13:29:07,2021-02-16 13:29:49,9
1225,2021-02-16 13:33:00,2021-02-16 13:34:07,9
1226,2021-02-16 13:34:29,2021-02-16 13:34:44,9
1227,2021-02-16 16:01:43,2021-02-16 16:04:23,9
1228,2021-02-16 16:05:32,2021-02-16 16:06:58,9
1229,2021-02-16 16:07:15,2021-02-16 16:08:52,9
1230,2021-02-16 16:13:14,2021-02-16 16:15:24,9
1231,2021-02-16 21:30:26,2021-02-16 21:32:56,9
1232,2021-02-16 21:37:33,2021-02-16 21:43:47,9
1233,2021-02-16 21:52:48,2021-02-16 21:53:17,9
1234,2021-02-16 21:54:04,2021-02-16 21:56:13,9
1235,2021-02-16 21:56:41,2021-02-16 21:56:55,9
1236,2021-02-16 21:59:25,2021-02-16 22:00:28,9
1237,2021-02-16 22:01:08,2021-02-16 22:01:33,9
1238,2021-02-16 22:01:43,2021-02-16 22:01:47,9
1239,2021-02-16 22:05:15,2021-02-16 22:06:03,9
1240,2021-02-16 22:14:02,2021-02-16 22:14:17,9
1241,2021-02-16 22:17:20,2021-02-16 22:17:22,9
1242,2021-02-16 22:18:48,2021-02-16 22:19:20,9
1243,2021-02-16 22:20:14,2021-02-16 22:27:53,9
1244,2021-02-16 23:14:00,2021-02-16 23:14:34,9
1245,2021-02-16 23:25:24,2021-02-16 23:25:56,9
1246,2021-02-16 23:43:21,2021-02-16 23:44:14,9
1247,2021-02-16 23:44:52,2021-02-16 23:47:09,9
1248,2021-02-17 00:10:08,2021-02-17 00:10:28,9
1249,2021-02-17 00:10:43,2021-02-17 00:12:17,9
1250,2021-02-17 00:18:11,2021-02-17 00:18:20,9
1251,2021-02-17 00:23:26,2021-02-17 00:23:42,9
1252,2021-02-17 00:24:57,2021-02-17 00:25:05,9
1253,2021-02-17 00:30:37,2021-02-17 00:30:45,9
1254,2021-02-17 00:35:45,2021-02-17 00:35:50,9
1255,2021-02-17 00:40:24,2021-02-17 00:40:31,9
1256,2021-02-17 00:45:56,2021-02-17 00:46:26,9
1257,2021-02-17 00:47:18,2021-02-17 00:47:25,9
1258,2021-02-17 00:49:18,2021-02-17 00:49:24,9
1259,2021-02-17 00:49:36,2021-02-17 00:50:00,9
1260,2021-02-17 00:51:05,2021-02-17 00:51:12,9
1261,2021-02-17 02:04:56,2021-02-17 02:05:35,9
1262,2021-02-17 02:05:49,2021-02-17 02:06:36,9
1263,2021-02-17 02:14:07,2021-02-17 02:14:32,9
1264,2021-02-17 02:16:02,2021-02-17 02:16:35,9
1265,2021-02-17 03:14:53,2021-02-17 03:18:29,9
1266,2021-02-17 03:38:23,2021-02-17 03:38:42,9
1267,2021-02-17 03:40:18,2021-02-17 03:40:26,9
1268,2021-02-17 03:41:21,2021-02-17 03:41:46,9
1269,2021-02-17 03:50:07,2021-02-17 03:50:13,9
1270,2021-02-17 03:51:57,2021-02-17 03:52:08,9
1271,2021-02-17 03:56:52,2021-02-17 03:57:12,9
1272,2021-02-17 03:58:20,2021-02-17 03:58:58,9
1273,2021-02-17 04:00:35,2021-02-17 04:00:44,9
1274,2021-02-17 04:01:22,2021-02-17 04:08:16,9
1275,2021-02-17 04:08:47,2021-02-17 04:10:13,9
1276,2021-02-17 04:11:07,2021-02-17 04:16:52,9
1277,2021-02-17 04:19:02,2021-02-17 04:20:36,9
1278,2021-02-17 04:26:37,2021-02-17 04:26:41,9
1279,2021-02-17 04:30:57,2021-02-17 04:31:04,9
1280,2021-02-17 04:32:37,2021-02-17 04:34:09,9
1281,2021-02-17 05:54:04,2021-02-17 05:54:41,9
1282,2021-02-17 06:01:47,2021-02-17 06:22:34,9
1283,2021-02-17 06:23:29,2021-02-17 06:27:33,9
1284,2021-02-17 06:29:21,2021-02-17 06:32:33,9
1285,2021-02-17 06:34:26,2021-02-17 06:36:28,9
1286,2021-02-17 06:37:40,2021-02-17 06:40:57,9
1287,2021-02-17 06:41:13,2021-02-17 06:42:57,9
1288,2021-02-17 06:48:29,2021-02-17 06:48:37,9
1289,2021-02-17 06:48:52,2021-02-17 06:49:22,9
1290,2021-02-17 06:49:53,2021-02-17 06:50:04,9
1291,2021-02-17 06:50:35,2021-02-17 06:51:06,9
1292,2021-02-17 06:57:27,2021-02-17 06:57:32,9
1293,2021-02-17 07:00:39,2021-02-17 07:00:54,9
1294,2021-02-17 07:09:16,2021-02-17 07:09:22,9
1295,2021-02-17 07:09:43,2021-02-17 07:09:57,9
1296,2021-02-17 07:15:29,2021-02-17 07:16:12,9
1297,2021-02-17 07:16:26,2021-02-17 07:16:38,9
1298,2021-02-17 07:17:38,2021-02-17 07:18:52,9
1299,2021-02-17 07:50:46,2021-02-17 07:51:57,9
1300,2021-02-17 08:29:10,2021-02-17 08:29:42,9
1301,2021-02-17 09:33:34,2021-02-17 09:38:39,9
1302,2021-02-17 09:54:24,2021-02-17 09:54:33,9
1303,2021-02-17 10:00:44,2021-02-17 10:01:23,9
1304,2021-02-17 10:03:11,2021-02-17 10:03:39,9
1305,2021-02-17 10:21:13,2021-02-17 10:22:05,9
1306,2021-02-17 11:22:14,2021-02-17 11:22:26,9
1307,2021-02-17 11:23:00,2021-02-17 11:23:55,9
1308,2021-02-17 11:26:21,2021-02-17 11:26:46,9
1309,2021-02-17 11:33:35,2021-02-17 11:34:55,9
1310,2021-02-17 11:39:13,2021-02-17 11:39:21,9
1311,2021-02-17 11:46:41,2021-02-17 11:46:44,9
1312,2021-02-17 11:59:59,2021-02-17 12:00:14,9
1313,2021-02-17 12:13:51,2021-02-17 12:16:02,9
1314,2021-02-17 18:38:37,2021-02-17 18:42:51,9
1315,2021-02-17 20:19:30,2021-02-17 20:20:11,9
1316,2021-02-17 20:38:29,2021-02-17 20:38:42,9
1317,2021-02-17 20:38:55,2021-02-17 20:39:02,9
1318,2021-02-17 20:43:14,2021-02-17 20:43:21,9
1319,2021-02-17 20:49:23,2021-02-17 20:49:49,9
1320,2021-02-17 20:50:07,2021-02-17 20:50:11,9
1321,2021-02-17 20:57:51,2021-02-17 20:57:57,9
1322,2021-02-17 21:01:47,2021-02-17 21:01:49,9
1323,2021-02-17 21:02:16,2021-02-17 21:02:26,9
1324,2021-02-17 21:05:29,2021-02-17 21:05:33,9
1325,2021-02-17 21:16:48,2021-02-17 21:16:59,9
1326,2021-02-17 21:20:40,2021-02-17 21:21:56,9
1327,2021-02-17 22:11:29,2021-02-17 22:11:43,9
1328,2021-02-17 22:14:33,2021-02-17 22:15:06,9
1329,2021-02-17 22:21:30,2021-02-17 22:21:53,9
1330,2021-02-17 22:25:06,2021-02-17 22:25:17,9
1331,2021-02-17 22:25:34,2021-02-17 22:25:51,9
1332,2021-02-17 22:26:16,2021-02-17 22:27:41,9
1333,2021-02-17 22:28:51,2021-02-17 22:30:26,9
1334,2021-02-17 22:34:27,2021-02-17 22:36:22,9
1335,2021-02-17 22:40:33,2021-02-17 22:41:22,9
1336,2021-02-17 22:42:53,2021-02-17 22:43:29,9
1337,2021-02-17 22:44:31,2021-02-17 22:44:46,9
1338,2021-02-17 22:45:30,2021-02-17 22:45:58,9
1339,2021-02-17 22:55:05,2021-02-17 22:55:38,9
1340,2021-02-17 22:56:08,2021-02-17 22:56:51,9
1341,2021-02-17 23:13:32,2021-02-17 23:13:36,9
1342,2021-02-17 23:13:53,2021-02-17 23:13:55,9
1343,2021-02-17 23:24:06,2021-02-17 23:24:51,9
1344,2021-02-17 23:26:55,2021-02-17 23:28:35,9
1345,2021-02-17 23:45:16,2021-02-17 23:46:09,9
1346,2021-02-17 23:49:52,2021-02-17 23:50:02,9
1347,2021-02-17 23:52:29,2021-02-17 23:53:21,9
1348,2021-02-17 23:58:55,2021-02-17 23:58:59,9
1349,2021-02-18 01:02:45,2021-02-18 01:02:55,9
1350,2021-02-18 01:12:43,2021-02-18 01:12:55,9
1351,2021-02-18 01:13:41,2021-02-18 01:13:48,9
1352,2021-02-18 01:15:16,2021-02-18 01:15:30,9
1353,2021-02-18 01:26:42,2021-02-18 01:27:16,9
1354,2021-02-18 01:32:56,2021-02-18 01:34:42,9
1355,2021-02-18 03:37:00,2021-02-18 03:37:42,9
1356,2021-02-18 03:40:04,2021-02-18 03:41:18,9
1357,2021-02-18 03:46:51,2021-02-18 03:47:24,9
1358,2021-02-18 04:03:20,2021-02-18 04:04:00,9
1359,2021-02-18 04:14:11,2021-02-18 04:14:13,9
1360,2021-02-18 04:29:43,2021-02-18 04:31:37,9
1361,2021-02-18 05:10:19,2021-02-18 05:10:28,9
1362,2021-02-18 05:12:37,2021-02-18 05:13:01,9
1363,2021-02-18 05:22:08,2021-02-18 05:22:26,9
1364,2021-02-18 05:23:49,2021-02-18 05:23:55,9
1365,2021-02-18 05:32:05,2021-02-18 05:32:18,9
1366,2021-02-18 05:48:24,2021-02-18 05:57:55,9
1367,2021-02-18 06:19:15,2021-02-18 06:20:57,9
1368,2021-02-18 06:21:15,2021-02-18 06:22:06,9
1369,2021-02-18 06:26:37,2021-02-18 06:27:44,9
1370,2021-02-18 06:28:43,2021-02-18 06:50:41,9
1371,2021-02-18 06:56:07,2021-02-18 06:56:20,9
1372,2021-02-18 06:58:53,2021-02-18 06:59:10,9
1373,2021-02-18 07:01:30,2021-02-18 07:08:57,9
1374,2021-02-18 07:29:53,2021-02-18 07:30:06,9
1375,2021-02-18 07:32:39,2021-02-18 07:33:10,9
1376,2021-02-18 07:44:56,2021-02-18 07:45:24,9
1377,2021-02-18 07:53:35,2021-02-18 07:54:19,9
1378,2021-02-18 07:59:11,2021-02-18 08:00:57,9
1379,2021-02-18 08:09:59,2021-02-18 08:11:42,9
1380,2021-02-18 08:12:25,2021-02-18 08:17:33,9
1381,2021-02-18 08:17:51,2021-02-18 08:20:13,9
1382,2021-02-18 08:23:34,2021-02-18 08:24:11,9
1383,2021-02-18 08:24:30,2021-02-18 08:29:09,9
