,start,end,station
465,2021-02-07 12:25:06,2021-02-07 12:25:08,9
466,2021-02-07 12:26:38,2021-02-07 12:26:53,9
467,2021-02-07 16:49:02,2021-02-07 16:54:47,9
468,2021-02-07 19:34:28,2021-02-07 19:34:37,9
469,2021-02-07 20:35:45,2021-02-07 20:36:00,9
470,2021-02-07 21:40:08,2021-02-07 21:40:26,9
471,2021-02-07 21:48:33,2021-02-07 21:48:41,9
472,2021-02-07 21:48:51,2021-02-07 21:48:54,9
473,2021-02-07 21:52:27,2021-02-07 21:52:35,9
474,2021-02-07 21:59:15,2021-02-07 21:59:27,9
475,2021-02-07 22:10:30,2021-02-07 22:10:53,9
476,2021-02-07 22:23:47,2021-02-07 22:23:51,9
477,2021-02-07 22:29:13,2021-02-07 22:29:18,9
478,2021-02-07 22:31:25,2021-02-07 22:31:34,9
479,2021-02-07 22:47:36,2021-02-07 22:49:27,9
480,2021-02-07 23:11:54,2021-02-07 23:12:38,9
481,2021-02-07 23:15:26,2021-02-07 23:15:36,9
482,2021-02-07 23:16:29,2021-02-07 23:16:52,9
483,2021-02-07 23:18:19,2021-02-07 23:21:08,9
484,2021-02-07 23:22:31,2021-02-07 23:22:48,9
485,2021-02-07 23:22:58,2021-02-07 23:23:18,9
486,2021-02-07 23:25:50,2021-02-07 23:26:02,9
487,2021-02-07 23:26:24,2021-02-07 23:30:08,9
488,2021-02-07 23:33:46,2021-02-07 23:34:13,9
489,2021-02-07 23:34:48,2021-02-07 23:35:05,9
490,2021-02-07 23:38:40,2021-02-07 23:38:51,9
491,2021-02-07 23:45:11,2021-02-07 23:45:41,9
492,2021-02-07 23:49:57,2021-02-07 23:50:32,9
493,2021-02-07 23:55:18,2021-02-07 23:55:20,9
494,2021-02-07 23:56:57,2021-02-07 23:57:07,9
495,2021-02-07 23:58:09,2021-02-08 00:04:34,9
496,2021-02-08 00:40:11,2021-02-08 01:06:40,9
497,2021-02-08 01:48:11,2021-02-08 01:48:25,9
498,2021-02-08 02:05:09,2021-02-08 02:08:06,9
499,2021-02-08 02:51:21,2021-02-08 02:51:46,9
500,2021-02-08 02:58:16,2021-02-08 02:58:51,9
501,2021-02-08 02:59:28,2021-02-08 03:05:02,9
502,2021-02-08 03:08:08,2021-02-08 03:08:32,9
503,2021-02-08 03:13:39,2021-02-08 03:14:50,9
504,2021-02-08 03:16:02,2021-02-08 03:16:30,9
505,2021-02-08 03:16:42,2021-02-08 03:18:01,9
506,2021-02-08 03:21:14,2021-02-08 03:21:26,9
507,2021-02-08 03:22:09,2021-02-08 03:22:22,9
508,2021-02-08 03:29:35,2021-02-08 03:29:39,9
509,2021-02-08 03:30:03,2021-02-08 03:30:45,9
510,2021-02-08 03:31:30,2021-02-08 03:33:36,9
511,2021-02-08 03:39:19,2021-02-08 03:40:11,9
512,2021-02-08 03:42:06,2021-02-08 03:43:13,9
513,2021-02-08 03:44:09,2021-02-08 03:44:21,9
514,2021-02-08 03:46:46,2021-02-08 03:47:07,9
515,2021-02-08 03:52:06,2021-02-08 03:52:17,9
516,2021-02-08 03:54:44,2021-02-08 03:54:58,9
517,2021-02-08 03:56:23,2021-02-08 03:56:56,9
518,2021-02-08 04:06:10,2021-02-08 04:09:10,9
519,2021-02-08 04:14:51,2021-02-08 04:15:52,9
520,2021-02-08 04:17:42,2021-02-08 04:19:54,9
521,2021-02-08 04:26:52,2021-02-08 04:27:51,9
522,2021-02-08 04:28:09,2021-02-08 04:29:48,9
523,2021-02-08 05:35:57,2021-02-08 05:36:08,9
524,2021-02-08 05:53:09,2021-02-08 05:53:13,9
525,2021-02-08 06:23:39,2021-02-08 06:24:41,9
526,2021-02-08 06:42:38,2021-02-08 06:42:56,9
527,2021-02-08 07:30:37,2021-02-08 07:31:08,9
528,2021-02-08 07:50:07,2021-02-08 07:50:11,9
529,2021-02-08 07:51:07,2021-02-08 07:52:11,9
530,2021-02-08 07:53:01,2021-02-08 07:53:42,9
531,2021-02-08 07:55:13,2021-02-08 07:55:21,9
532,2021-02-08 07:58:35,2021-02-08 07:59:53,9
533,2021-02-08 08:02:41,2021-02-08 08:05:46,9
534,2021-02-08 08:12:22,2021-02-08 08:12:47,9
535,2021-02-08 08:13:02,2021-02-08 08:22:48,9
536,2021-02-08 08:23:34,2021-02-08 08:23:46,9
537,2021-02-08 08:28:41,2021-02-08 08:29:56,9
538,2021-02-08 10:36:55,2021-02-08 10:37:09,9
539,2021-02-08 10:47:39,2021-02-08 10:48:18,9
540,2021-02-08 10:51:49,2021-02-08 10:51:54,9
541,2021-02-08 10:55:09,2021-02-08 10:55:15,9
542,2021-02-08 11:02:16,2021-02-08 11:02:24,9
543,2021-02-08 11:04:34,2021-02-08 11:04:38,9
544,2021-02-08 11:04:56,2021-02-08 11:05:01,9
545,2021-02-08 11:08:20,2021-02-08 11:08:23,9
546,2021-02-08 11:12:06,2021-02-08 11:12:15,9
547,2021-02-08 11:26:14,2021-02-08 11:26:20,9
548,2021-02-08 12:15:57,2021-02-08 12:17:26,9
549,2021-02-08 12:44:21,2021-02-08 12:45:01,9
550,2021-02-08 12:50:34,2021-02-08 12:52:06,9
551,2021-02-08 12:52:18,2021-02-08 12:53:56,9
552,2021-02-08 12:54:31,2021-02-08 12:57:20,9
553,2021-02-08 15:00:11,2021-02-08 15:00:41,9
554,2021-02-08 21:14:37,2021-02-08 21:15:04,9
555,2021-02-08 21:27:42,2021-02-08 21:27:45,9
556,2021-02-08 21:31:03,2021-02-08 21:31:09,9
557,2021-02-08 21:38:34,2021-02-08 21:39:11,9
558,2021-02-08 21:43:06,2021-02-08 21:43:09,9
559,2021-02-08 21:45:36,2021-02-08 21:45:50,9
560,2021-02-08 21:53:42,2021-02-08 21:53:46,9
561,2021-02-08 21:56:36,2021-02-08 21:56:41,9
562,2021-02-08 22:01:03,2021-02-08 22:09:04,9
563,2021-02-09 00:02:37,2021-02-09 00:06:33,9
564,2021-02-09 00:08:17,2021-02-09 00:20:31,9
565,2021-02-09 00:22:54,2021-02-09 00:26:02,9
566,2021-02-09 00:31:05,2021-02-09 00:32:58,9
567,2021-02-09 00:36:05,2021-02-09 00:36:46,9
568,2021-02-09 00:42:18,2021-02-09 00:44:44,9
569,2021-02-09 00:48:06,2021-02-09 00:51:21,9
570,2021-02-09 01:16:33,2021-02-09 01:16:39,9
571,2021-02-09 01:20:56,2021-02-09 01:21:00,9
572,2021-02-09 01:42:32,2021-02-09 01:42:48,9
573,2021-02-09 02:04:19,2021-02-09 02:04:33,9
574,2021-02-09 02:25:58,2021-02-09 02:28:10,9
575,2021-02-09 02:36:32,2021-02-09 02:36:48,9
576,2021-02-09 02:38:39,2021-02-09 02:43:01,9
577,2021-02-09 02:44:44,2021-02-09 02:48:49,9
578,2021-02-09 02:53:52,2021-02-09 02:56:06,9
579,2021-02-09 03:01:00,2021-02-09 03:01:21,9
580,2021-02-09 03:05:38,2021-02-09 03:07:31,9
581,2021-02-09 03:12:39,2021-02-09 03:13:00,9
582,2021-02-09 03:23:42,2021-02-09 03:24:08,9
583,2021-02-09 03:38:13,2021-02-09 03:38:22,9
584,2021-02-09 03:42:57,2021-02-09 03:43:20,9
585,2021-02-09 04:36:03,2021-02-09 04:36:28,9
586,2021-02-09 04:40:40,2021-02-09 04:41:23,9
587,2021-02-09 05:02:23,2021-02-09 05:02:31,9
588,2021-02-09 05:15:56,2021-02-09 05:16:29,9
589,2021-02-09 05:18:00,2021-02-09 05:18:29,9
590,2021-02-09 05:20:38,2021-02-09 05:21:12,9
591,2021-02-09 05:23:08,2021-02-09 05:23:12,9
592,2021-02-09 05:33:26,2021-02-09 05:33:32,9
593,2021-02-09 05:35:28,2021-02-09 05:35:43,9
594,2021-02-09 05:39:40,2021-02-09 05:41:03,9
595,2021-02-09 05:41:27,2021-02-09 05:42:52,9
596,2021-02-09 05:54:43,2021-02-09 05:54:58,9
597,2021-02-09 05:57:58,2021-02-09 05:58:03,9
598,2021-02-09 06:03:33,2021-02-09 06:03:41,9
599,2021-02-09 06:44:51,2021-02-09 06:45:26,9
600,2021-02-09 06:45:40,2021-02-09 06:46:06,9
601,2021-02-09 06:55:17,2021-02-09 06:55:25,9
602,2021-02-09 07:11:10,2021-02-09 07:11:41,9
603,2021-02-09 07:24:01,2021-02-09 07:24:45,9
604,2021-02-09 07:25:01,2021-02-09 07:25:06,9
605,2021-02-09 08:46:55,2021-02-09 08:46:58,9
606,2021-02-09 08:50:37,2021-02-09 08:50:47,9
607,2021-02-09 08:57:18,2021-02-09 08:57:22,9
608,2021-02-09 08:59:18,2021-02-09 09:01:11,9
609,2021-02-09 09:03:02,2021-02-09 09:03:27,9
610,2021-02-09 09:03:40,2021-02-09 09:04:45,9
611,2021-02-09 09:51:12,2021-02-09 09:53:36,9
612,2021-02-09 10:00:37,2021-02-09 10:03:52,9
613,2021-02-09 11:48:08,2021-02-09 11:48:16,6
614,2021-02-09 12:17:15,2021-02-09 12:20:38,9
615,2021-02-09 12:21:30,2021-02-09 12:22:59,9
616,2021-02-09 12:36:09,2021-02-09 12:36:25,9
617,2021-02-09 12:38:03,2021-02-09 12:38:55,9
618,2021-02-09 12:39:06,2021-02-09 12:39:30,9
619,2021-02-09 12:39:39,2021-02-09 12:40:02,9
620,2021-02-09 12:41:42,2021-02-09 12:43:21,9
621,2021-02-09 12:43:41,2021-02-09 12:44:36,9
622,2021-02-09 12:48:20,2021-02-09 12:48:39,7
623,2021-02-09 12:49:52,2021-02-09 12:50:55,7
624,2021-02-09 12:52:53,2021-02-09 12:53:27,9
625,2021-02-09 12:53:17,2021-02-09 12:54:02,7
626,2021-02-09 13:05:22,2021-02-09 13:05:35,9
627,2021-02-09 13:05:37,2021-02-09 13:05:53,8
628,2021-02-09 13:09:18,2021-02-09 13:09:29,9
629,2021-02-09 13:11:32,2021-02-09 13:14:36,9
630,2021-02-09 13:46:02,2021-02-09 13:46:28,1
631,2021-02-09 14:26:14,2021-02-09 14:26:16,2
632,2021-02-09 15:46:36,2021-02-09 15:46:54,9
633,2021-02-09 18:18:12,2021-02-09 18:18:19,1
634,2021-02-09 20:59:01,2021-02-09 20:59:07,9
635,2021-02-09 21:00:53,2021-02-09 21:05:04,9
636,2021-02-09 21:13:16,2021-02-09 21:16:58,9
637,2021-02-09 21:22:31,2021-02-09 21:28:03,9
638,2021-02-09 21:30:18,2021-02-09 21:30:44,9
639,2021-02-09 21:33:11,2021-02-09 21:34:25,9
640,2021-02-09 21:36:40,2021-02-09 21:37:02,9
641,2021-02-09 21:41:07,2021-02-09 21:44:44,9
642,2021-02-09 21:48:32,2021-02-09 21:51:25,9
643,2021-02-09 22:16:40,2021-02-09 22:17:02,9
644,2021-02-09 22:17:32,2021-02-09 22:17:37,9
645,2021-02-09 22:21:47,2021-02-09 22:22:04,9
646,2021-02-09 22:24:43,2021-02-09 22:24:47,9
647,2021-02-09 22:39:54,2021-02-09 22:40:30,9
648,2021-02-09 23:12:59,2021-02-09 23:13:27,9
649,2021-02-09 23:16:02,2021-02-09 23:16:33,9
650,2021-02-09 23:17:12,2021-02-09 23:17:27,9
651,2021-02-09 23:22:59,2021-02-09 23:23:06,9
652,2021-02-09 23:26:51,2021-02-09 23:27:23,9
653,2021-02-09 23:27:59,2021-02-09 23:28:43,9
654,2021-02-09 23:38:11,2021-02-09 23:38:18,1
655,2021-02-10 00:03:15,2021-02-10 00:03:27,9
656,2021-02-10 00:17:32,2021-02-10 00:18:05,9
657,2021-02-10 00:22:38,2021-02-10 00:23:05,9
658,2021-02-10 00:28:05,2021-02-10 00:28:29,9
659,2021-02-10 00:30:23,2021-02-10 00:30:44,9
660,2021-02-10 00:30:59,2021-02-10 00:33:03,9
661,2021-02-10 00:33:37,2021-02-10 00:34:32,9
662,2021-02-10 00:34:43,2021-02-10 00:36:09,9
663,2021-02-10 00:38:27,2021-02-10 00:39:38,9
664,2021-02-10 00:39:50,2021-02-10 00:42:46,9
665,2021-02-10 01:30:09,2021-02-10 01:30:12,9
666,2021-02-10 01:32:13,2021-02-10 01:32:21,9
667,2021-02-10 01:37:55,2021-02-10 01:38:13,9
668,2021-02-10 02:13:27,2021-02-10 02:13:33,9
669,2021-02-10 02:18:11,2021-02-10 02:18:21,9
670,2021-02-10 02:20:48,2021-02-10 02:21:19,9
671,2021-02-10 02:27:55,2021-02-10 02:28:00,9
672,2021-02-10 02:31:45,2021-02-10 02:31:51,9
673,2021-02-10 02:32:49,2021-02-10 02:32:52,9
674,2021-02-10 03:17:38,2021-02-10 03:17:43,9
675,2021-02-10 03:21:03,2021-02-10 03:21:06,9
676,2021-02-10 03:24:14,2021-02-10 03:24:21,9
677,2021-02-10 03:26:11,2021-02-10 03:26:17,9
678,2021-02-10 03:27:31,2021-02-10 03:27:35,9
679,2021-02-10 03:28:37,2021-02-10 03:28:39,9
680,2021-02-10 03:33:15,2021-02-10 03:33:17,9
681,2021-02-10 03:34:48,2021-02-10 03:35:09,9
682,2021-02-10 03:40:03,2021-02-10 03:40:20,9
683,2021-02-10 03:48:04,2021-02-10 03:48:09,9
684,2021-02-10 03:57:42,2021-02-10 03:57:46,9
685,2021-02-10 03:59:37,2021-02-10 03:59:40,9
686,2021-02-10 04:00:49,2021-02-10 04:01:03,9
687,2021-02-10 04:01:24,2021-02-10 04:01:34,9
688,2021-02-10 04:05:41,2021-02-10 04:06:30,9
689,2021-02-10 04:11:36,2021-02-10 04:11:38,9
690,2021-02-10 04:18:53,2021-02-10 04:19:04,9
691,2021-02-10 04:20:23,2021-02-10 04:21:21,9
692,2021-02-10 04:21:37,2021-02-10 04:22:05,9
693,2021-02-10 04:24:27,2021-02-10 04:24:56,9
694,2021-02-10 04:42:36,2021-02-10 04:45:25,9
695,2021-02-10 04:47:15,2021-02-10 04:48:14,9
696,2021-02-10 05:26:21,2021-02-10 05:26:33,9
697,2021-02-10 05:34:06,2021-02-10 05:36:11,9
698,2021-02-10 05:40:36,2021-02-10 05:41:23,9
699,2021-02-10 06:10:58,2021-02-10 06:11:35,9
700,2021-02-10 06:14:11,2021-02-10 06:16:08,9
701,2021-02-10 06:16:41,2021-02-10 06:16:45,9
702,2021-02-10 06:29:14,2021-02-10 06:29:48,9
703,2021-02-10 06:43:17,2021-02-10 06:43:29,9
704,2021-02-10 06:52:57,2021-02-10 06:53:24,9
705,2021-02-10 06:55:05,2021-02-10 06:55:26,9
706,2021-02-10 07:02:48,2021-02-10 07:02:56,9
707,2021-02-10 07:31:55,2021-02-10 07:32:11,9
708,2021-02-10 07:34:06,2021-02-10 07:34:17,9
709,2021-02-10 07:40:40,2021-02-10 07:40:50,9
710,2021-02-10 07:50:11,2021-02-10 07:51:17,9
711,2021-02-10 09:28:14,2021-02-10 09:28:36,9
712,2021-02-10 09:50:47,2021-02-10 09:50:57,9
713,2021-02-10 09:57:26,2021-02-10 09:57:40,9
714,2021-02-10 10:42:16,2021-02-10 10:43:23,9
715,2021-02-10 10:47:03,2021-02-10 10:47:41,9
716,2021-02-10 10:50:33,2021-02-10 10:50:48,9
717,2021-02-10 10:53:12,2021-02-10 10:53:24,9
718,2021-02-10 11:00:41,2021-02-10 11:00:54,9
719,2021-02-10 11:09:20,2021-02-10 11:09:24,9
720,2021-02-10 11:09:57,2021-02-10 11:16:09,9
721,2021-02-10 11:53:44,2021-02-10 11:54:48,9
722,2021-02-10 12:01:46,2021-02-10 12:04:48,9
723,2021-02-10 12:32:32,2021-02-10 12:35:36,9
724,2021-02-10 20:00:16,2021-02-10 20:01:02,9
725,2021-02-10 21:04:32,2021-02-10 21:11:24,9
726,2021-02-10 21:15:59,2021-02-10 21:21:31,9
727,2021-02-10 21:22:18,2021-02-10 21:22:44,9
728,2021-02-10 21:24:47,2021-02-10 21:24:52,9
729,2021-02-10 21:26:03,2021-02-10 21:26:27,9
730,2021-02-10 22:08:37,2021-02-10 22:11:38,9
731,2021-02-10 22:58:02,2021-02-10 22:59:40,9
732,2021-02-10 23:08:39,2021-02-10 23:13:31,9
733,2021-02-10 23:32:29,2021-02-10 23:35:22,9
734,2021-02-10 23:35:44,2021-02-10 23:39:10,9
735,2021-02-11 00:33:00,2021-02-11 00:33:47,9
736,2021-02-11 00:39:01,2021-02-11 00:40:19,9
737,2021-02-11 00:50:41,2021-02-11 00:51:01,9
738,2021-02-11 01:11:46,2021-02-11 01:12:08,9
739,2021-02-11 01:13:16,2021-02-11 01:13:32,9
740,2021-02-11 01:52:03,2021-02-11 01:52:12,9
741,2021-02-11 01:52:22,2021-02-11 01:53:10,9
742,2021-02-11 01:53:27,2021-02-11 01:53:55,9
743,2021-02-11 01:54:55,2021-02-11 01:54:59,9
744,2021-02-11 01:57:49,2021-02-11 01:58:01,9
745,2021-02-11 01:58:47,2021-02-11 02:00:30,9
746,2021-02-11 02:00:42,2021-02-11 02:00:48,9
747,2021-02-11 02:07:31,2021-02-11 02:07:54,9
748,2021-02-11 02:14:24,2021-02-11 02:14:38,9
749,2021-02-11 02:19:11,2021-02-11 02:19:19,9
750,2021-02-11 02:19:54,2021-02-11 02:24:05,9
751,2021-02-11 02:45:59,2021-02-11 02:46:02,9
752,2021-02-11 02:48:26,2021-02-11 02:48:56,9
753,2021-02-11 02:49:24,2021-02-11 02:49:56,9
754,2021-02-11 02:53:19,2021-02-11 02:55:11,9
755,2021-02-11 03:06:43,2021-02-11 03:07:19,9
756,2021-02-11 03:57:18,2021-02-11 03:57:21,9
757,2021-02-11 03:58:08,2021-02-11 04:00:33,9
758,2021-02-11 04:01:02,2021-02-11 04:12:03,9
759,2021-02-11 04:35:52,2021-02-11 04:37:14,9
760,2021-02-11 04:37:56,2021-02-11 04:38:01,9
761,2021-02-11 04:38:41,2021-02-11 04:46:07,9
762,2021-02-11 05:02:54,2021-02-11 05:03:31,9
763,2021-02-11 05:10:00,2021-02-11 05:10:12,9
764,2021-02-11 05:12:50,2021-02-11 05:13:16,9
765,2021-02-11 05:13:31,2021-02-11 05:13:40,9
766,2021-02-11 05:26:05,2021-02-11 05:26:19,9
767,2021-02-11 05:46:16,2021-02-11 05:48:10,9
768,2021-02-11 05:53:14,2021-02-11 05:53:50,9
769,2021-02-11 05:59:56,2021-02-11 06:01:37,9
770,2021-02-11 06:21:14,2021-02-11 06:21:17,9
771,2021-02-11 06:22:56,2021-02-11 06:23:09,9
772,2021-02-11 06:30:20,2021-02-11 06:30:30,9
773,2021-02-11 06:31:08,2021-02-11 06:31:19,9
774,2021-02-11 06:31:34,2021-02-11 06:31:37,9
775,2021-02-11 06:47:54,2021-02-11 06:47:58,9
776,2021-02-11 06:52:04,2021-02-11 06:52:12,9
777,2021-02-11 07:00:51,2021-02-11 07:00:55,9
778,2021-02-11 07:18:57,2021-02-11 07:19:08,9
779,2021-02-11 07:26:50,2021-02-11 07:26:53,9
780,2021-02-11 07:28:29,2021-02-11 07:30:19,9
781,2021-02-11 07:40:26,2021-02-11 07:43:17,9
782,2021-02-11 08:09:00,2021-02-11 08:11:40,9
783,2021-02-11 08:19:36,2021-02-11 08:20:51,9
784,2021-02-11 08:21:07,2021-02-11 08:22:28,9
785,2021-02-11 08:28:09,2021-02-11 08:29:14,9
786,2021-02-11 08:40:22,2021-02-11 08:40:52,9
787,2021-02-11 09:43:43,2021-02-11 09:45:48,9
788,2021-02-11 10:13:25,2021-02-11 10:13:34,9
789,2021-02-11 10:13:48,2021-02-11 10:14:44,9
790,2021-02-11 10:17:33,2021-02-11 10:17:59,9
791,2021-02-11 10:20:14,2021-02-11 10:20:19,9
792,2021-02-11 10:24:03,2021-02-11 10:24:11,9
793,2021-02-11 10:32:11,2021-02-11 10:32:21,9
794,2021-02-11 10:36:17,2021-02-11 10:36:34,9
795,2021-02-11 10:39:30,2021-02-11 10:44:46,9
796,2021-02-11 11:18:15,2021-02-11 11:19:17,9
797,2021-02-11 13:28:26,2021-02-11 13:29:50,9
798,2021-02-11 13:38:22,2021-02-11 13:38:33,9
799,2021-02-11 13:52:06,2021-02-11 13:52:43,9
800,2021-02-11 13:54:40,2021-02-11 13:55:11,9
801,2021-02-11 13:56:17,2021-02-11 13:57:42,9
802,2021-02-11 14:03:08,2021-02-11 14:04:21,9
803,2021-02-11 14:05:40,2021-02-11 14:30:17,9
804,2021-02-11 20:55:05,2021-02-11 20:55:12,9
805,2021-02-11 20:57:50,2021-02-11 20:57:53,9
806,2021-02-11 21:00:55,2021-02-11 21:02:44,9
807,2021-02-11 21:03:30,2021-02-11 21:04:03,9
808,2021-02-11 21:05:10,2021-02-11 21:05:14,9
809,2021-02-11 21:07:43,2021-02-11 21:08:04,9
810,2021-02-11 21:08:26,2021-02-11 21:08:48,9
811,2021-02-11 21:11:05,2021-02-11 21:11:18,9
812,2021-02-11 21:20:02,2021-02-11 21:20:40,9
813,2021-02-11 21:32:37,2021-02-11 21:33:10,9
814,2021-02-11 21:34:26,2021-02-11 21:38:14,9
815,2021-02-11 22:10:42,2021-02-11 22:11:34,9
816,2021-02-11 22:13:36,2021-02-11 22:22:06,9
817,2021-02-11 22:27:37,2021-02-11 22:45:00,9
818,2021-02-11 22:45:27,2021-02-11 23:01:51,9
819,2021-02-11 23:25:16,2021-02-11 23:25:35,9
820,2021-02-11 23:38:24,2021-02-11 23:39:20,9
821,2021-02-11 23:48:30,2021-02-11 23:50:16,9
822,2021-02-12 00:03:20,2021-02-12 00:03:44,9
823,2021-02-12 00:06:38,2021-02-12 00:18:11,9
824,2021-02-12 00:44:24,2021-02-12 00:44:31,9
825,2021-02-12 00:44:51,2021-02-12 00:50:36,9
826,2021-02-12 00:53:39,2021-02-12 00:54:42,9
827,2021-02-12 00:58:07,2021-02-12 00:58:17,9
828,2021-02-12 00:59:51,2021-02-12 01:00:33,9
829,2021-02-12 01:04:25,2021-02-12 01:04:37,9
830,2021-02-12 01:06:59,2021-02-12 01:08:13,9
831,2021-02-12 01:15:36,2021-02-12 01:15:56,9
832,2021-02-12 02:06:27,2021-02-12 02:07:05,9
833,2021-02-12 02:09:45,2021-02-12 02:21:10,9
834,2021-02-12 03:18:41,2021-02-12 03:22:45,9
835,2021-02-12 04:12:35,2021-02-12 04:13:06,9
836,2021-02-12 04:27:12,2021-02-12 04:28:32,9
837,2021-02-12 04:44:05,2021-02-12 04:44:51,9
838,2021-02-12 04:52:53,2021-02-12 04:54:01,9
839,2021-02-12 04:56:31,2021-02-12 05:00:46,9
840,2021-02-12 05:03:38,2021-02-12 05:04:32,9
841,2021-02-12 05:15:23,2021-02-12 05:15:49,9
842,2021-02-12 05:18:47,2021-02-12 05:18:50,9
843,2021-02-12 05:21:46,2021-02-12 05:22:00,9
844,2021-02-12 05:22:47,2021-02-12 05:23:14,9
845,2021-02-12 05:36:17,2021-02-12 05:39:08,9
846,2021-02-12 05:39:43,2021-02-12 05:40:50,9
847,2021-02-12 05:57:49,2021-02-12 05:58:48,9
848,2021-02-12 06:01:21,2021-02-12 06:03:03,9
849,2021-02-12 06:19:00,2021-02-12 06:19:18,9
850,2021-02-12 07:11:25,2021-02-12 07:11:29,9
851,2021-02-12 07:12:33,2021-02-12 07:12:37,9
852,2021-02-12 07:48:55,2021-02-12 07:49:44,9
853,2021-02-12 08:33:14,2021-02-12 08:33:34,9
854,2021-02-12 08:38:09,2021-02-12 08:38:56,9
855,2021-02-12 08:43:19,2021-02-12 08:44:01,9
856,2021-02-12 08:47:09,2021-02-12 08:52:06,9
857,2021-02-12 08:55:01,2021-02-12 08:56:10,9
858,2021-02-12 09:04:56,2021-02-12 09:07:33,9
859,2021-02-12 09:09:51,2021-02-12 09:15:51,9
860,2021-02-12 09:31:58,2021-02-12 09:32:06,9
861,2021-02-12 10:43:14,2021-02-12 10:44:37,9
862,2021-02-12 10:44:53,2021-02-12 10:45:17,9
863,2021-02-12 10:49:56,2021-02-12 10:51:12,9
864,2021-02-12 10:54:53,2021-02-12 10:55:21,9
865,2021-02-12 10:56:19,2021-02-12 10:57:52,9
866,2021-02-12 11:02:39,2021-02-12 11:09:07,9
867,2021-02-12 11:12:30,2021-02-12 11:13:10,9
868,2021-02-12 11:14:38,2021-02-12 11:15:56,9
869,2021-02-12 11:17:59,2021-02-12 11:23:53,9
870,2021-02-12 12:22:55,2021-02-12 12:23:18,6
871,2021-02-12 12:37:11,2021-02-12 12:40:44,9
872,2021-02-12 12:50:08,2021-02-12 12:50:39,6
873,2021-02-12 13:46:21,2021-02-12 13:46:24,7
874,2021-02-12 14:02:56,2021-02-12 14:06:26,9
875,2021-02-12 20:59:39,2021-02-12 21:00:02,9
876,2021-02-12 21:16:11,2021-02-12 21:16:50,9
877,2021-02-12 21:44:12,2021-02-12 21:44:22,9
878,2021-02-12 21:45:52,2021-02-12 21:46:56,9
879,2021-02-12 21:48:43,2021-02-12 21:49:15,9
880,2021-02-12 21:49:29,2021-02-12 21:49:46,9
881,2021-02-12 21:50:09,2021-02-12 21:50:39,9
882,2021-02-12 21:56:56,2021-02-12 21:57:05,9
883,2021-02-12 22:04:47,2021-02-12 22:05:05,9
884,2021-02-12 22:15:38,2021-02-12 22:17:34,9
885,2021-02-12 22:19:05,2021-02-12 22:22:06,9
886,2021-02-12 22:22:27,2021-02-12 22:24:25,9
887,2021-02-12 23:42:34,2021-02-12 23:44:44,9
888,2021-02-13 00:07:48,2021-02-13 00:07:56,9
889,2021-02-13 00:09:48,2021-02-13 00:10:06,9
890,2021-02-13 00:17:19,2021-02-13 00:17:36,9
891,2021-02-13 00:21:11,2021-02-13 00:21:40,9
892,2021-02-13 00:29:50,2021-02-13 00:39:40,9
893,2021-02-13 00:42:43,2021-02-13 00:44:26,9
894,2021-02-13 00:45:49,2021-02-13 00:46:29,9
895,2021-02-13 00:53:48,2021-02-13 00:53:58,9
896,2021-02-13 00:59:47,2021-02-13 00:59:53,9
897,2021-02-13 01:02:00,2021-02-13 01:02:56,9
898,2021-02-13 01:05:40,2021-02-13 01:08:09,9
899,2021-02-13 01:12:02,2021-02-13 01:12:19,9
900,2021-02-13 01:12:44,2021-02-13 01:20:58,9
901,2021-02-13 01:58:18,2021-02-13 02:14:27,9
902,2021-02-13 02:21:32,2021-02-13 02:23:17,9
903,2021-02-13 02:30:11,2021-02-13 02:30:15,9
904,2021-02-13 02:34:04,2021-02-13 02:34:45,9
905,2021-02-13 02:57:19,2021-02-13 02:58:00,9
906,2021-02-13 03:24:33,2021-02-13 03:24:36,9
907,2021-02-13 03:40:25,2021-02-13 03:41:24,9
908,2021-02-13 03:41:35,2021-02-13 03:42:21,9
909,2021-02-13 03:42:36,2021-02-13 03:46:26,9
910,2021-02-13 04:03:42,2021-02-13 04:04:28,9
911,2021-02-13 04:12:02,2021-02-13 04:12:57,9
912,2021-02-13 04:13:44,2021-02-13 04:13:53,9
913,2021-02-13 04:24:52,2021-02-13 04:25:16,9
914,2021-02-13 04:27:40,2021-02-13 04:28:28,9
915,2021-02-13 04:41:18,2021-02-13 04:41:22,9
916,2021-02-13 04:42:37,2021-02-13 04:42:43,9
917,2021-02-13 04:43:48,2021-02-13 04:43:56,9
918,2021-02-13 05:04:17,2021-02-13 05:04:23,9
919,2021-02-13 05:19:12,2021-02-13 05:19:20,9
920,2021-02-13 05:19:42,2021-02-13 05:19:46,9
921,2021-02-13 05:35:16,2021-02-13 05:35:34,9
922,2021-02-13 06:13:59,2021-02-13 06:14:13,9
923,2021-02-13 06:17:29,2021-02-13 06:17:34,9
924,2021-02-13 06:22:46,2021-02-13 06:22:49,9
925,2021-02-13 06:25:45,2021-02-13 06:25:49,9
926,2021-02-13 06:27:27,2021-02-13 06:27:34,9
927,2021-02-13 06:28:01,2021-02-13 06:29:00,9
928,2021-02-13 06:31:55,2021-02-13 06:32:28,9
929,2021-02-13 06:39:32,2021-02-13 06:39:49,9
930,2021-02-13 06:46:12,2021-02-13 06:46:24,9
